CH1V,CH2V,t0 =-1.000000e-02, tInc = 2.000000e-06,
+4.479733e+00,+1.204800e+00,,
+4.479733e+00,+1.218133e+00,,
+4.475200e+00,+1.209333e+00,,
+4.497334e+00,+1.240533e+00,,
+4.488533e+00,+1.222667e+00,,
+4.484000e+00,+1.245067e+00,,
+4.501867e+00,+1.213867e+00,,
+4.506134e+00,+1.249333e+00,,
+4.515200e+00,+1.191467e+00,,
+4.515200e+00,+1.253867e+00,,
+4.506134e+00,+1.253867e+00,,
+4.519467e+00,+1.267200e+00,,
+4.537067e+00,+1.213867e+00,,
+4.524000e+00,+1.267200e+00,,
+4.541600e+00,+1.236000e+00,,
+4.528267e+00,+1.253867e+00,,
+4.537067e+00,+1.253867e+00,,
+4.532800e+00,+1.258400e+00,,
+4.550400e+00,+1.249333e+00,,
+4.528267e+00,+1.262667e+00,,
+4.541600e+00,+1.245067e+00,,
+4.563734e+00,+1.280533e+00,,
+4.554934e+00,+1.249333e+00,,
+4.568000e+00,+1.280533e+00,,
+4.550400e+00,+1.249333e+00,,
+4.572534e+00,+1.276000e+00,,
+4.563734e+00,+1.262667e+00,,
+4.559200e+00,+1.267200e+00,,
+4.572534e+00,+1.253867e+00,,
+4.590133e+00,+1.280533e+00,,
+4.581333e+00,+1.289333e+00,,
+4.598933e+00,+1.307200e+00,,
+4.581333e+00,+1.276000e+00,,
+4.590133e+00,+1.298400e+00,,
+4.594666e+00,+1.285067e+00,,
+4.594666e+00,+1.302667e+00,,
+4.598933e+00,+1.280533e+00,,
+4.594666e+00,+1.302667e+00,,
+4.577067e+00,+1.280533e+00,,
+4.621067e+00,+1.298400e+00,,
+4.616800e+00,+1.271733e+00,,
+4.616800e+00,+1.311733e+00,,
+4.625600e+00,+1.285067e+00,,
+4.621067e+00,+1.311733e+00,,
+4.616800e+00,+1.298400e+00,,
+4.621067e+00,+1.311733e+00,,
+4.638933e+00,+1.307200e+00,,
+4.630133e+00,+1.333867e+00,,
+4.647733e+00,+1.316000e+00,,
+4.652000e+00,+1.320533e+00,,
+4.652000e+00,+1.307200e+00,,
+4.643200e+00,+1.325067e+00,,
+4.647733e+00,+1.298400e+00,,
+4.669867e+00,+1.316000e+00,,
+4.661067e+00,+1.307200e+00,,
+4.682933e+00,+1.338400e+00,,
+4.661067e+00,+1.320533e+00,,
+4.678667e+00,+1.347200e+00,,
+4.682933e+00,+1.325067e+00,,
+4.696267e+00,+1.356000e+00,,
+4.682933e+00,+1.342667e+00,,
+4.682933e+00,+1.347200e+00,,
+4.674133e+00,+1.329333e+00,,
+4.700800e+00,+1.356000e+00,,
+4.696267e+00,+1.338400e+00,,
+4.709600e+00,+1.351733e+00,,
+4.696267e+00,+1.338400e+00,,
+4.705067e+00,+1.347200e+00,,
+4.692000e+00,+1.342667e+00,,
+4.700800e+00,+1.360533e+00,,
+4.700800e+00,+1.347200e+00,,
+4.722933e+00,+1.351733e+00,,
+4.705067e+00,+1.325067e+00,,
+4.731733e+00,+1.369333e+00,,
+4.740533e+00,+1.347200e+00,,
+4.731733e+00,+1.351733e+00,,
+4.749333e+00,+1.356000e+00,,
+4.731733e+00,+1.365067e+00,,
+4.745067e+00,+1.360533e+00,,
+4.758133e+00,+1.396000e+00,,
+4.740533e+00,+1.342667e+00,,
+4.749333e+00,+1.382667e+00,,
+4.749333e+00,+1.382667e+00,,
+4.749333e+00,+1.391733e+00,,
+4.762667e+00,+1.373867e+00,,
+4.766933e+00,+1.413867e+00,,
+4.771467e+00,+1.360533e+00,,
+4.758133e+00,+1.422667e+00,,
+4.771467e+00,+1.391733e+00,,
+4.789067e+00,+1.387200e+00,,
+4.802400e+00,+1.387200e+00,,
+4.798133e+00,+1.409333e+00,,
+4.798133e+00,+1.396000e+00,,
+4.806933e+00,+1.413867e+00,,
+4.789067e+00,+1.405067e+00,,
+4.798133e+00,+1.413867e+00,,
+4.806933e+00,+1.391733e+00,,
+4.802400e+00,+1.422667e+00,,
+4.811200e+00,+1.405067e+00,,
+4.789067e+00,+1.418400e+00,,
+4.824533e+00,+1.391733e+00,,
+4.824533e+00,+1.436000e+00,,
+4.820000e+00,+1.413867e+00,,
+4.820000e+00,+1.436000e+00,,
+4.837867e+00,+1.409333e+00,,
+4.824533e+00,+1.458400e+00,,
+4.837867e+00,+1.413867e+00,,
+4.842134e+00,+1.449333e+00,,
+4.829067e+00,+1.418400e+00,,
+4.846667e+00,+1.467200e+00,,
+4.868800e+00,+1.449333e+00,,
+4.864267e+00,+1.453867e+00,,
+4.860000e+00,+1.440533e+00,,
+4.868800e+00,+1.471733e+00,,
+4.873067e+00,+1.431733e+00,,
+4.873067e+00,+1.462667e+00,,
+4.886400e+00,+1.422667e+00,,
+4.873067e+00,+1.471733e+00,,
+4.881867e+00,+1.427200e+00,,
+4.890934e+00,+1.476000e+00,,
+4.908534e+00,+1.449333e+00,,
+4.890934e+00,+1.471733e+00,,
+4.895200e+00,+1.449333e+00,,
+4.904000e+00,+1.493867e+00,,
+4.913067e+00,+1.462667e+00,,
+4.899734e+00,+1.476000e+00,,
+4.908534e+00,+1.476000e+00,,
+4.908534e+00,+1.489333e+00,,
+4.913067e+00,+1.471733e+00,,
+4.917334e+00,+1.489333e+00,,
+4.917334e+00,+1.476000e+00,,
+4.939467e+00,+1.489333e+00,,
+4.948267e+00,+1.480533e+00,,
+4.952800e+00,+1.511733e+00,,
+4.934933e+00,+1.480533e+00,,
+4.930667e+00,+1.511733e+00,,
+4.930667e+00,+1.489333e+00,,
+4.939467e+00,+1.507200e+00,,
+4.948267e+00,+1.480533e+00,,
+4.957067e+00,+1.525067e+00,,
+4.939467e+00,+1.480533e+00,,
+4.961600e+00,+1.516000e+00,,
+4.952800e+00,+1.489333e+00,,
+4.965867e+00,+1.529600e+00,,
+4.992533e+00,+1.507200e+00,,
+4.983733e+00,+1.560533e+00,,
+4.979200e+00,+1.507200e+00,,
+4.988000e+00,+1.529600e+00,,
+4.979200e+00,+1.507200e+00,,
+4.974934e+00,+1.542933e+00,,
+5.010133e+00,+1.502667e+00,,
+4.997066e+00,+1.538400e+00,,
+5.005867e+00,+1.547200e+00,,
+4.997066e+00,+1.542933e+00,,
+5.005867e+00,+1.525067e+00,,
+5.005867e+00,+1.551733e+00,,
+5.005867e+00,+1.529600e+00,,
+5.028000e+00,+1.560533e+00,,
+5.014667e+00,+1.538400e+00,,
+5.014667e+00,+1.560533e+00,,
+5.023467e+00,+1.529600e+00,,
+5.028000e+00,+1.565067e+00,,
+5.018933e+00,+1.542933e+00,,
+5.028000e+00,+1.578400e+00,,
+5.036800e+00,+1.529600e+00,,
+5.041067e+00,+1.578400e+00,,
+5.058933e+00,+1.547200e+00,,
+5.032267e+00,+1.596267e+00,,
+5.023467e+00,+1.582933e+00,,
+5.054400e+00,+1.587200e+00,,
+5.058933e+00,+1.542933e+00,,
+5.041067e+00,+1.578400e+00,,
+5.049867e+00,+1.578400e+00,,
+5.063200e+00,+1.591733e+00,,
+5.058933e+00,+1.578400e+00,,
+5.089867e+00,+1.591733e+00,,
+5.089867e+00,+1.569600e+00,,
+5.081067e+00,+1.600533e+00,,
+5.094133e+00,+1.569600e+00,,
+5.107467e+00,+1.596267e+00,,
+5.102933e+00,+1.587200e+00,,
+5.116267e+00,+1.622933e+00,,
+5.089867e+00,+1.569600e+00,,
+5.102933e+00,+1.622933e+00,,
+5.112000e+00,+1.609600e+00,,
+5.116267e+00,+1.640533e+00,,
+5.112000e+00,+1.596267e+00,,
+5.133867e+00,+1.627200e+00,,
+5.120800e+00,+1.605067e+00,,
+5.129600e+00,+1.627200e+00,,
+5.116267e+00,+1.618400e+00,,
+5.147200e+00,+1.640533e+00,,
+5.138400e+00,+1.631733e+00,,
+5.151733e+00,+1.658400e+00,,
+5.142933e+00,+1.645067e+00,,
+5.129600e+00,+1.653867e+00,,
+5.151733e+00,+1.622933e+00,,
+5.142933e+00,+1.640533e+00,,
+5.164800e+00,+1.627200e+00,,
+5.160533e+00,+1.658400e+00,,
+5.156000e+00,+1.658400e+00,,
+5.169333e+00,+1.671733e+00,,
+5.178133e+00,+1.627200e+00,,
+5.182667e+00,+1.667200e+00,,
+5.178133e+00,+1.640533e+00,,
+5.178133e+00,+1.671733e+00,,
+5.156000e+00,+1.649600e+00,,
+5.191467e+00,+1.685067e+00,,
+5.191467e+00,+1.649600e+00,,
+5.191467e+00,+1.685067e+00,,
+5.191467e+00,+1.667200e+00,,
+5.191467e+00,+1.671733e+00,,
+5.209067e+00,+1.671733e+00,,
+5.209067e+00,+1.702933e+00,,
+5.222400e+00,+1.689600e+00,,
+5.213600e+00,+1.716267e+00,,
+5.240000e+00,+1.671733e+00,,
+5.226933e+00,+1.707200e+00,,
+5.222400e+00,+1.698400e+00,,
+5.231200e+00,+1.716267e+00,,
+5.240000e+00,+1.698400e+00,,
+5.253334e+00,+1.716267e+00,,
+5.240000e+00,+1.698400e+00,,
+5.253334e+00,+1.720533e+00,,
+5.248800e+00,+1.693867e+00,,
+5.253334e+00,+1.751733e+00,,
+5.257867e+00,+1.720533e+00,,
+5.262134e+00,+1.733867e+00,,
+5.266667e+00,+1.711733e+00,,
+5.275467e+00,+1.738400e+00,,
+5.275467e+00,+1.720533e+00,,
+5.280000e+00,+1.751733e+00,,
+5.293067e+00,+1.725067e+00,,
+5.284267e+00,+1.760533e+00,,
+5.293067e+00,+1.725067e+00,,
+5.315200e+00,+1.738400e+00,,
+5.306400e+00,+1.729600e+00,,
+5.306400e+00,+1.765067e+00,,
+5.293067e+00,+1.733867e+00,,
+5.297600e+00,+1.769600e+00,,
+5.315200e+00,+1.756267e+00,,
+5.324000e+00,+1.769600e+00,,
+5.306400e+00,+1.738400e+00,,
+5.328533e+00,+1.778400e+00,,
+5.341866e+00,+1.773867e+00,,
+5.337333e+00,+1.778400e+00,,
+5.324000e+00,+1.756267e+00,,
+5.341866e+00,+1.787200e+00,,
+5.328533e+00,+1.769600e+00,,
+5.341866e+00,+1.773867e+00,,
+5.341866e+00,+1.769600e+00,,
+5.364000e+00,+1.773867e+00,,
+5.350667e+00,+1.769600e+00,,
+5.359467e+00,+1.800533e+00,,
+5.359467e+00,+1.791733e+00,,
+5.381600e+00,+1.805067e+00,,
+5.381600e+00,+1.791733e+00,,
+5.372800e+00,+1.809600e+00,,
+5.372800e+00,+1.800533e+00,,
+5.394933e+00,+1.818400e+00,,
+5.390400e+00,+1.800533e+00,,
+5.403733e+00,+1.827467e+00,,
+5.403733e+00,+1.809600e+00,,
+5.416800e+00,+1.858400e+00,,
+5.408000e+00,+1.814133e+00,,
+5.403733e+00,+1.818400e+00,,
+5.416800e+00,+1.822933e+00,,
+5.412533e+00,+1.862933e+00,,
+5.421333e+00,+1.840800e+00,,
+5.430133e+00,+1.854133e+00,,
+5.412533e+00,+1.827467e+00,,
+5.421333e+00,+1.862933e+00,,
+5.430133e+00,+1.822933e+00,,
+5.434667e+00,+1.854133e+00,,
+5.416800e+00,+1.854133e+00,,
+5.438933e+00,+1.867467e+00,,
+5.434667e+00,+1.836267e+00,,
+5.447733e+00,+1.880800e+00,,
+5.461067e+00,+1.858400e+00,,
+5.456800e+00,+1.880800e+00,,
+5.452267e+00,+1.854133e+00,,
+5.465600e+00,+1.894133e+00,,
+5.461067e+00,+1.902933e+00,,
+5.469867e+00,+1.889600e+00,,
+5.465600e+00,+1.885067e+00,,
+5.478933e+00,+1.894133e+00,,
+5.487733e+00,+1.894133e+00,,
+5.487733e+00,+1.911733e+00,,
+5.509867e+00,+1.885067e+00,,
+5.492000e+00,+1.911733e+00,,
+5.487733e+00,+1.898400e+00,,
+5.518667e+00,+1.934133e+00,,
+5.514133e+00,+1.898400e+00,,
+5.514133e+00,+1.938400e+00,,
+5.522933e+00,+1.934133e+00,,
+5.518667e+00,+1.934133e+00,,
+5.531734e+00,+1.907467e+00,,
+5.540800e+00,+1.965067e+00,,
+5.536267e+00,+1.920800e+00,,
+5.536267e+00,+1.956267e+00,,
+5.540800e+00,+1.942933e+00,,
+5.545067e+00,+1.960800e+00,,
+5.545067e+00,+1.942933e+00,,
+5.553867e+00,+1.965067e+00,,
+5.549600e+00,+1.929600e+00,,
+5.549600e+00,+1.929600e+00,,
+5.562933e+00,+1.942933e+00,,
+5.549600e+00,+1.965067e+00,,
+5.562933e+00,+1.942933e+00,,
+5.576000e+00,+1.978400e+00,,
+5.558400e+00,+1.951733e+00,,
+5.571733e+00,+1.996267e+00,,
+5.558400e+00,+1.956267e+00,,
+5.584800e+00,+2.018400e+00,,
+5.589334e+00,+1.965067e+00,,
+5.598134e+00,+1.991733e+00,,
+5.584800e+00,+1.969600e+00,,
+5.589334e+00,+1.991733e+00,,
+5.593867e+00,+1.987467e+00,,
+5.584800e+00,+2.005067e+00,,
+5.611467e+00,+1.982933e+00,,
+5.593867e+00,+2.031733e+00,,
+5.615734e+00,+1.982933e+00,,
+5.615734e+00,+2.027467e+00,,
+5.611467e+00,+1.978400e+00,,
+5.606934e+00,+2.009600e+00,,
+5.620267e+00,+2.009600e+00,,
+5.620267e+00,+2.049600e+00,,
+5.651200e+00,+2.014133e+00,,
+5.642400e+00,+2.049600e+00,,
+5.629067e+00,+2.027467e+00,,
+5.646934e+00,+2.045067e+00,,
+5.655734e+00,+2.031733e+00,,
+5.642400e+00,+2.062933e+00,,
+5.660000e+00,+2.040800e+00,,
+5.673333e+00,+2.067467e+00,,
+5.664534e+00,+2.045067e+00,,
+5.673333e+00,+2.049600e+00,,
+5.677867e+00,+2.054133e+00,,
+5.686667e+00,+2.080800e+00,,
+5.677867e+00,+2.049600e+00,,
+5.699733e+00,+2.102933e+00,,
+5.690933e+00,+2.062933e+00,,
+5.695467e+00,+2.098667e+00,,
+5.704267e+00,+2.076267e+00,,
+5.699733e+00,+2.102933e+00,,
+5.708800e+00,+2.094133e+00,,
+5.704267e+00,+2.102933e+00,,
+5.721867e+00,+2.085067e+00,,
+5.713067e+00,+2.112000e+00,,
+5.726400e+00,+2.094133e+00,,
+5.739733e+00,+2.107467e+00,,
+5.739733e+00,+2.098667e+00,,
+5.730667e+00,+2.116267e+00,,
+5.708800e+00,+2.107467e+00,,
+5.748533e+00,+2.129600e+00,,
+5.735200e+00,+2.098667e+00,,
+5.748533e+00,+2.134133e+00,,
+5.757333e+00,+2.129600e+00,,
+5.779467e+00,+2.165333e+00,,
+5.761867e+00,+2.098667e+00,,
+5.770667e+00,+2.165333e+00,,
+5.770667e+00,+2.138667e+00,,
+5.783733e+00,+2.152000e+00,,
+5.792800e+00,+2.142933e+00,,
+5.774933e+00,+2.165333e+00,,
+5.792800e+00,+2.129600e+00,,
+5.792800e+00,+2.178667e+00,,
+5.783733e+00,+2.156267e+00,,
+5.801600e+00,+2.182933e+00,,
+5.801600e+00,+2.169600e+00,,
+5.792800e+00,+2.187467e+00,,
+5.779467e+00,+2.142933e+00,,
+5.801600e+00,+2.178667e+00,,
+5.814667e+00,+2.182933e+00,,
